,v_acidity,chlorides,t_s_dioxide,density,alcohol,red,quality
4997,0.33,0.052000000000000005,183.0,0.9965700000000001,9.5,0,5
4999,0.32,0.037000000000000005,95.0,0.9926799999999999,11.1,0,6
5001,0.46,0.054000000000000006,143.0,0.99392,10.8,0,6
5003,0.19,0.027999999999999997,120.0,0.9924200000000001,11.2,0,5
5004,0.27,0.024,99.0,0.9925,11.4,0,5
5005,0.18,0.034,94.0,0.99092,11.2,0,6
5006,0.15,0.037000000000000005,119.0,0.9913700000000001,10.2,0,6
5007,0.32,0.040999999999999995,192.0,0.9964200000000001,10.2,0,6
5008,0.23,0.051,111.0,0.9916,11.0,0,3
5009,0.3,0.032,148.0,0.9945799999999999,11.5,0,7
5011,0.14,0.036000000000000004,127.0,0.9937299999999999,9.8,0,6
5012,0.24,0.042,157.0,0.9958600000000001,10.1,0,6
5013,0.21,0.05,195.0,0.9994200000000001,8.8,0,6
5014,0.3,0.031,163.0,0.9895,12.7,0,7
5016,0.37,0.032,214.0,0.9963,9.8,0,6
5018,0.64,0.03,76.0,0.9892,12.9,0,4
5019,0.28,0.06,145.0,1.00196,8.5,0,5
5020,0.29,0.059000000000000004,81.0,0.99036,12.7,0,8
5021,0.28,0.026000000000000002,105.0,0.9890000000000001,13.1,0,8
5022,0.18,0.051,156.0,0.9994700000000001,9.1,0,5
5024,0.32,0.034,122.0,0.9916,12.5,0,6
5026,0.17,0.047,156.0,0.99945,9.1,0,6
5029,0.24,0.039,162.0,0.99375,11.2,0,6
5030,0.18,0.047,158.0,0.99946,9.1,0,6
5031,0.29,0.044000000000000004,117.0,0.9915299999999999,11.5,0,5
5032,0.255,0.037000000000000005,86.0,0.98834,12.9,0,7
5033,0.34,0.076,92.0,0.9913799999999999,12.5,0,6
5034,0.24,0.034,83.0,0.9892799999999999,12.3,0,6
5035,0.24,0.040999999999999995,97.0,0.99246,11.4,0,6
5036,0.4,0.052000000000000005,113.0,0.9957600000000001,9.4,0,5
5038,0.3,0.057,224.0,0.99956,9.1,0,5
5039,0.17,0.04,106.0,0.99026,12.0,0,5
5040,0.25,0.04,111.0,0.99174,11.1,0,5
5041,0.27,0.035,97.0,0.9905799999999999,11.8,0,7
5042,0.16,0.042,106.0,0.9905,11.4,0,6
5043,0.3,0.057,224.0,0.99956,9.1,0,5
5044,0.15,0.033,128.0,0.99192,12.1,0,8
5046,0.34,0.057,178.0,0.99554,10.4,0,6
5047,0.17,0.044000000000000004,98.0,0.99536,9.2,0,6
5048,0.47,0.034,134.0,0.99056,13.0,0,7
5049,0.21,0.028999999999999998,106.0,0.9911200000000001,11.5,0,7
5051,0.24,0.047,134.0,0.99616,10.0,0,5
5052,0.34,0.038,89.0,0.99266,11.1,0,6
5053,0.54,0.033,107.0,0.98918,12.4,0,5
5054,0.23,0.031,86.0,0.98926,12.2,0,6
5055,0.39,0.042,172.0,0.9911399999999999,10.6,0,5
5056,0.105,0.037000000000000005,145.0,0.9912,11.1,0,7
5057,0.32,0.027000000000000003,123.0,0.98936,13.9,0,7
5058,0.22,0.055999999999999994,143.0,0.9983,9.2,0,6
5060,0.19,0.055,103.0,0.9953200000000001,10.5,0,6
5062,0.24,0.042,179.0,0.9918899999999999,11.3,0,8
5064,0.17,0.04,111.0,0.99,12.9,0,6
5066,0.3,0.035,106.0,0.9891399999999999,12.9,0,7
5067,0.29,0.046,171.0,0.9953700000000001,9.6,0,5
5068,0.19,0.04,108.0,0.99,12.9,0,6
5069,0.24,0.047,219.0,0.9974200000000001,8.8,0,5
5070,0.16,0.031,93.0,0.9888399999999999,13.2,0,8
5071,0.16,0.045,131.0,0.99284,10.5,0,6
5072,0.3,0.038,97.0,0.99026,12.6,0,8
5074,0.22,0.064,191.0,0.99297,9.5,0,6
5076,0.36,0.06,184.0,0.99711,9.8,0,6
5078,0.37,0.032,86.0,0.98934,13.4,0,8
5080,0.31,0.037000000000000005,150.0,0.9913,11.8,0,7
5082,0.32,0.039,94.0,0.98964,13.1,0,7
5083,0.22,0.047,131.0,0.992,10.4,0,5
5084,0.45,0.033,102.0,0.98944,13.4,0,8
5085,0.36,0.035,88.0,0.99031,13.0,0,7
5086,0.21,0.055999999999999994,113.0,0.99393,10.2,0,7
5087,0.28,0.039,98.0,0.9904,11.7,0,6
5088,0.2,0.036000000000000004,83.0,0.9908799999999999,11.7,0,6
5089,0.28,0.040999999999999995,81.0,0.99254,11.4,0,8
5090,0.2,0.057,111.0,0.9915799999999999,11.2,0,6
5091,0.28,0.036000000000000004,134.0,0.99408,13.0,0,7
5094,0.24,0.042,123.0,0.9947299999999999,10.9,0,6
5096,0.22,0.042,102.0,0.98998,11.6,0,7
5097,0.24,0.038,134.0,0.99146,11.3,0,7
5098,0.43,0.032,164.0,0.9974200000000001,12.0,0,6
5099,0.3,0.052000000000000005,141.0,0.9927299999999999,10.5,0,6
5100,0.33,0.036000000000000004,124.0,0.9892200000000001,13.1,0,7
5101,0.29,0.054000000000000006,181.0,0.99869,9.1,0,5
5103,0.33,0.04,93.0,0.9896,13.4,0,7
5104,0.16,0.028999999999999998,133.0,0.99108,11.5,0,7
5105,0.2,0.031,118.0,0.99134,11.2,0,7
5106,0.33,0.042,155.0,0.99385,10.9,0,6
5107,0.36,0.036000000000000004,115.0,0.98936,13.5,0,7
5108,0.26,0.046,179.0,0.9960600000000001,9.9,0,6
5109,0.22,0.040999999999999995,167.0,0.99508,10.5,0,6
5110,0.19,0.046,90.0,0.9903799999999999,11.7,0,7
5111,0.21,0.043,117.0,0.9915799999999999,11.0,0,6
5112,0.35,0.032,63.0,0.9932,13.0,0,6
5113,0.38,0.03,95.0,0.99164,13.6,0,6
5114,0.19,0.031,87.0,0.98987,12.3,0,7
5115,0.33,0.044000000000000004,171.0,0.9894700000000001,13.3,0,7
5116,0.29,0.036000000000000004,102.0,0.98819,13.7,0,7
5117,0.2,0.05,131.0,0.9913299999999999,11.1,0,5
5118,0.33,0.038,132.0,0.9914299999999999,13.4,0,7
5119,0.23,0.048,207.0,0.99571,9.1,0,5
5121,0.23,0.038,152.0,0.99139,11.3,0,7
5122,0.32,0.048,178.0,0.9953700000000001,9.4,0,5
5123,0.36,0.027999999999999997,132.0,0.9918600000000001,11.6,0,6
5125,0.27,0.024,128.0,0.9898399999999999,12.4,0,6
5126,0.23,0.053,146.0,0.9963,9.8,0,6
5127,0.75,0.036000000000000004,50.0,0.9931200000000001,11.1,0,4
5128,0.35,0.034,134.0,0.9897,13.1,0,7
5129,0.31,0.046,178.0,0.9955,9.7,0,5
5131,0.28,0.048,179.0,0.9952799999999999,9.2,0,5
5133,0.23,0.036000000000000004,85.0,0.99279,11.7,0,6
5134,0.22,0.045,136.0,0.9970399999999999,10.6,0,6
5135,0.24,0.032,92.0,0.9914,10.9,0,6
5136,0.27,0.146,105.0,0.99224,10.1,0,5
5137,0.28,0.028999999999999998,128.0,0.99074,12.2,0,7
5138,0.27,0.031,80.0,0.98892,12.7,0,6
5139,0.28,0.024,99.0,0.98959,13.0,0,6
5140,0.26,0.03,123.0,0.9921200000000001,11.2,0,6
5141,0.23,0.036000000000000004,153.0,0.9957600000000001,9.4,0,6
5143,0.33,0.031,159.0,0.9919,11.0,0,6
5146,0.2,0.039,237.0,1.00037,9.2,0,6
5147,0.2,0.039,237.0,1.00037,9.2,0,6
5148,0.47,0.028999999999999998,142.0,0.992,12.3,0,6
5149,0.14,0.022000000000000002,116.0,0.99218,10.0,0,6
5150,0.22,0.044000000000000004,110.0,0.99855,9.0,0,6
5154,0.2,0.023,87.0,0.9906200000000001,11.1,0,6
5156,0.14,0.042,123.0,0.9936200000000001,9.9,0,6
5157,0.21,0.037000000000000005,112.0,0.99324,12.2,0,7
5158,0.34,0.031,34.0,0.99098,11.8,0,4
5159,0.64,0.032,78.0,0.99036,12.9,0,6
5161,0.48,0.05,86.0,0.99398,9.0,0,5
5163,0.37,0.027999999999999997,162.0,0.9903,12.4,0,6
5164,0.25,0.036000000000000004,85.0,0.99406,11.2,0,6
5166,0.38,0.028999999999999998,112.0,0.9906,12.6,0,6
5168,0.26,0.031,80.0,0.9908899999999999,11.5,0,6
5170,0.15,0.035,93.0,0.9909600000000001,11.3,0,7
5171,0.655,0.033,31.0,0.9936,10.5,0,4
5172,0.31,0.027000000000000003,87.0,0.9911,11.9,0,6
5173,0.17,0.036000000000000004,119.0,0.9939600000000001,10.1,0,6
5174,0.18,0.027000000000000003,112.0,0.9908899999999999,11.0,0,7
5175,0.28,0.048,161.0,0.9968,10.6,0,5
5176,0.23,0.035,120.0,0.9913799999999999,11.3,0,7
5177,0.22,0.038,124.0,0.99098,11.2,0,4
5178,0.25,0.027999999999999997,78.0,0.9923799999999999,11.5,0,7
5180,0.3,0.026000000000000002,143.0,0.99244,11.1,0,5
5181,0.26,0.023,130.0,0.9917600000000001,12.8,0,7
5182,0.32,0.037000000000000005,76.0,0.98993,12.3,0,6
5183,0.24,0.040999999999999995,102.0,0.9929,10.4,0,6
5184,0.24,0.032,104.0,0.98988,11.7,0,7
5185,0.28,0.044000000000000004,158.0,0.992,10.7,0,7
5186,0.19,0.042,114.0,0.99784,9.5,0,6
5189,0.19,0.037000000000000005,107.0,0.99006,12.0,0,7
5190,0.28,0.053,186.0,0.99211,10.8,0,5
5191,0.28,0.043,158.0,0.9920200000000001,10.7,0,7
5192,0.28,0.044000000000000004,158.0,0.992,10.7,0,7
5193,0.19,0.049,107.0,0.9933200000000001,10.7,0,7
5194,0.16,0.031,123.0,0.9895799999999999,12.1,0,7
5195,0.17,0.034,108.0,0.98939,11.9,0,7
5196,0.19,0.042,137.0,0.99492,10.8,0,6
5197,0.2,0.033,169.0,0.9904299999999999,12.3,0,7
5198,0.39,0.053,226.0,0.99787,9.4,0,6
5199,0.12,0.049,88.0,0.99654,9.9,0,6
5200,0.295,0.039,140.0,0.9930399999999999,10.4,0,7
5201,0.26,0.038,137.0,0.9952,10.4,0,6
5202,0.32,0.027000000000000003,122.0,0.99165,12.6,0,7
5203,0.36,0.017,69.0,0.9892,12.5,0,6
5204,0.35,0.055999999999999994,167.0,0.9962799999999999,9.4,0,5
5206,0.38,0.047,151.0,0.9960399999999999,9.2,0,5
5208,0.14,0.047,90.0,0.99164,11.2,0,6
5210,0.16,0.044000000000000004,149.0,0.998,9.2,0,6
5213,0.16,0.046,114.0,0.99226,10.8,0,6
5214,0.24,0.037000000000000005,95.0,0.9891399999999999,12.5,0,6
5216,0.32,0.040999999999999995,188.0,0.9979399999999999,9.3,0,5
5218,0.29,0.040999999999999995,117.0,0.9904799999999999,11.4,0,5
5220,0.27,0.044000000000000004,118.0,0.99726,10.0,0,7
5222,0.45,0.031,122.0,1.00295,10.6,0,6
5224,0.2,0.04,168.0,0.9927799999999999,10.7,0,7
5225,0.36,0.028999999999999998,93.0,0.99054,12.8,0,7
5226,0.37,0.11699999999999999,183.0,0.99459,9.5,0,5
5227,0.38,0.11699999999999999,181.0,0.99459,9.5,0,6
5228,0.36,0.11800000000000001,172.0,0.9946,9.5,0,6
5229,0.3,0.036000000000000004,124.0,0.9936200000000001,10.8,0,6
5232,0.21,0.045,125.0,0.99966,8.8,0,6
5233,0.31,0.021,156.0,0.9944200000000001,11.0,0,7
5234,0.58,0.02,96.0,0.98918,12.4,0,6
5235,0.26,0.02,66.0,0.9908899999999999,11.3,0,7
5236,0.3,0.018000000000000002,127.0,0.99474,11.2,0,7
5237,0.29,0.013999999999999999,89.0,0.99008,12.5,0,7
5238,0.13,0.017,99.0,0.9934799999999999,10.0,0,6
5239,0.19,0.047,130.0,0.9928299999999999,11.0,0,6
5241,0.25,0.052000000000000005,152.0,0.99398,10.5,0,6
5243,0.24,0.046,133.0,0.9908,11.4,0,7
5244,0.18,0.039,139.0,0.99165,11.3,0,6
5245,0.33,0.031,73.0,0.9907600000000001,12.2,0,7
5246,0.29,0.037000000000000005,95.0,0.9894200000000001,12.6,0,7
5247,0.31,0.032,138.0,0.99244,11.1,0,5
5248,0.29,0.035,126.0,0.9905799999999999,12.3,0,6
5249,0.19,0.037000000000000005,122.0,0.99255,10.4,0,4
5250,0.32,0.06,190.0,0.99916,8.8,0,6
5252,0.085,0.036000000000000004,109.0,0.99306,9.5,0,6
5253,0.18,0.047,109.0,0.99498,10.4,0,6
5254,0.52,0.038,130.0,0.99,13.0,0,7
5255,0.28,0.03,191.0,0.9933799999999999,12.2,0,7
5256,0.15,0.035,128.0,0.99456,10.5,0,8
5257,0.275,0.043,149.0,0.9926,10.8,0,7
5258,0.53,0.036000000000000004,128.0,0.98856,13.2,0,8
5260,0.32,0.032,115.0,0.98946,13.0,0,8
5262,0.22,0.049,152.0,0.99346,10.0,0,6
5263,0.6,0.05,76.0,0.9926799999999999,10.4,0,4
5264,0.26,0.034,145.0,0.98944,12.4,0,6
5265,0.29,0.035,155.0,0.9897600000000001,12.9,0,8
5266,0.21,0.038,152.0,0.99523,10.5,0,7
5267,0.27,0.03,82.0,0.9940200000000001,11.2,0,5
5268,0.37,0.028999999999999998,102.0,0.98916,12.7,0,7
5269,0.21,0.044000000000000004,155.0,0.99655,9.4,0,6
5270,0.3,0.025,95.0,0.9907100000000001,12.9,0,7
5271,0.41,0.032,74.0,0.9888899999999999,13.0,0,8
5272,0.3,0.028999999999999998,93.0,0.9874200000000001,13.6,0,7
5273,0.34,0.053,112.0,0.99336,9.1,0,5
5274,0.25,0.049,166.0,0.992,10.4,0,6
5275,0.3,0.028999999999999998,93.0,0.9874200000000001,13.6,0,7
5276,0.58,0.032,169.0,0.99275,12.2,0,6
5277,0.23,0.085,111.0,1.00044,8.7,0,5
5279,0.2,0.037000000000000005,105.0,0.99444,10.5,0,7
5281,0.15,0.044000000000000004,183.0,0.9974200000000001,10.2,0,6
5284,0.22,0.027000000000000003,122.0,0.9922799999999999,12.5,0,8
5286,0.16,0.051,122.0,0.9905799999999999,11.3,0,7
5288,0.31,0.027999999999999997,122.0,0.99164,12.6,0,7
5290,0.3,0.087,177.0,0.9943799999999999,9.8,0,5
5292,0.16,0.03,98.0,0.9940200000000001,10.8,0,5
5293,0.21,0.04,186.0,0.9912799999999999,12.5,0,6
5294,0.21,0.027000000000000003,150.0,0.991,11.5,0,7
5295,0.22,0.027000000000000003,112.0,0.9931,11.4,0,6
5296,0.15,0.053,146.0,0.9911200000000001,11.0,0,6
5297,0.15,0.044000000000000004,182.0,0.9974200000000001,10.2,0,6
5298,0.22,0.036000000000000004,96.0,0.98961,11.6,0,6
5299,0.3,0.076,145.0,0.99344,10.1,0,5
5300,0.26,0.05,139.0,0.9990399999999999,9.2,0,5
5302,0.24,0.05,180.0,0.99884,9.1,0,6
5307,0.15,0.037000000000000005,79.0,0.98949,11.7,0,6
5308,0.34,0.040999999999999995,114.0,0.9901399999999999,12.6,0,6
5309,0.35,0.08800000000000001,183.0,0.9978600000000001,9.0,0,5
5310,0.31,0.039,141.0,0.99206,10.1,0,5
5311,0.67,0.02,9.0,0.9872200000000001,13.6,0,5
5312,0.2,0.045,159.0,0.99666,9.2,0,5
5313,0.28,0.049,190.0,0.99754,8.8,0,5
5314,0.18,0.027999999999999997,95.0,0.99272,10.0,0,4
5315,0.35,0.036000000000000004,196.0,0.9971200000000001,9.1,0,6
5316,0.22,0.040999999999999995,182.0,0.9910399999999999,11.2,0,5
5317,0.18,0.053,119.0,0.9937299999999999,9.2,0,6
5318,0.3,0.038,200.0,0.9956,9.5,0,5
5319,0.34,0.024,152.0,0.99095,11.9,0,7
5320,0.3,0.068,138.0,0.99382,9.8,0,5
5321,0.31,0.069,134.0,0.99382,9.8,0,5
5322,0.265,0.036000000000000004,150.0,0.9929899999999999,10.8,0,7
5324,0.255,0.051,122.0,0.9904799999999999,11.3,0,6
5325,0.26,0.027999999999999997,121.0,0.99254,12.1,0,6
5326,0.17,0.03,111.0,0.9902,11.3,0,7
5327,0.2,0.027999999999999997,75.0,0.9901200000000001,13.5,0,7
5328,0.28,0.044000000000000004,126.0,0.99293,10.3,0,5
5330,0.22,0.035,184.0,1.00022,9.0,0,6
5331,0.34,0.040999999999999995,166.0,0.99382,11.6,0,6
5332,0.19,0.028999999999999998,116.0,0.98954,12.5,0,6
5333,0.21,0.042,125.0,0.99936,8.6,0,5
5334,0.22,0.16,74.0,0.9884,13.4,0,6
5335,0.32,0.026000000000000002,88.0,0.99144,12.7,0,4
5336,0.21,0.16699999999999998,120.0,0.99324,9.2,0,5
5337,0.26,0.034,135.0,0.99174,10.2,0,6
5338,0.15,0.051,149.0,0.99792,9.0,0,7
5346,0.27,0.04,121.0,0.9904299999999999,11.9,0,5
5347,0.22,0.07,194.0,0.99654,9.0,0,6
5348,0.24,0.055,134.0,0.9975799999999999,9.0,0,5
5349,0.28,0.051,143.0,0.99374,11.0,0,6
5350,0.17,0.039,108.0,0.9924299999999999,10.0,0,5
5352,0.26,0.04,184.0,0.99216,10.7,0,5
5354,0.27,0.042,183.0,0.99215,10.7,0,5
5356,0.46,0.026000000000000002,130.0,0.9895299999999999,13.4,0,8
5358,0.19,0.015,124.0,0.9927799999999999,11.0,0,6
5360,0.2,0.016,101.0,0.9918600000000001,11.0,0,6
5361,0.17,0.027999999999999997,98.0,0.99072,11.1,0,7
5362,0.2,0.025,40.0,0.99244,10.9,0,5
5363,0.39,0.017,80.0,0.9908399999999999,11.5,0,5
5364,0.4,0.033,186.0,0.99754,9.4,0,5
5368,0.24,0.035,134.0,0.99567,10.6,0,6
5370,0.27,0.013999999999999999,143.0,0.9909399999999999,12.0,0,4
5371,0.27,0.042,125.0,0.9953200000000001,10.2,0,6
5372,0.61,0.009000000000000001,100.0,0.9874,13.5,0,5
5373,0.42,0.04,248.0,0.9979399999999999,9.7,0,5
5375,0.33,0.018000000000000002,103.0,0.9912200000000001,12.2,0,6
5377,0.33,0.04,135.0,0.99226,12.3,0,5
5378,0.15,0.022000000000000002,100.0,0.9909899999999999,11.4,0,7
5379,0.32,0.022000000000000002,97.0,0.99134,12.7,0,7
5380,0.25,0.02,113.0,0.9933799999999999,10.8,0,6
5381,0.27,0.018000000000000002,96.0,0.9938,11.0,0,6
5382,0.27,0.05,196.0,0.9955,9.5,0,5
5384,0.25,0.064,140.0,0.9977600000000001,10.1,0,6
5386,0.19,0.027000000000000003,100.0,0.98964,13.2,0,7
5387,0.29,0.037000000000000005,182.0,0.99808,8.8,0,5
5388,0.34,0.043,201.0,0.99551,9.5,0,5
5389,0.27,0.044000000000000004,202.0,0.9954799999999999,9.5,0,5
5390,0.26,0.047,191.0,0.99541,9.5,0,6
5391,0.26,0.051,197.0,0.99536,9.5,0,5
5392,0.25,0.043,133.0,0.99524,10.4,0,6
5393,0.32,0.049,170.0,0.9961,9.9,0,6
5394,0.24,0.046,113.0,0.99224,10.0,0,5
5395,0.13,0.055999999999999994,95.0,0.99702,9.4,0,6
5396,0.39,0.098,91.0,0.9965700000000001,9.3,0,5
5398,0.21,0.057,138.0,0.9917600000000001,10.9,0,5
5401,0.3,0.042,177.0,0.99166,11.4,0,5
5403,0.2,0.036000000000000004,49.0,0.9924200000000001,10.3,0,5
5405,0.18,0.033,57.0,0.9910899999999999,11.0,0,6
5407,0.17,0.042,111.0,0.9927799999999999,10.8,0,6
5409,0.21,0.040999999999999995,113.0,0.9935799999999999,10.2,0,5
5410,0.21,0.042,109.0,0.9935799999999999,10.2,0,6
5411,0.26,0.06,162.0,0.99705,10.5,0,3
5412,0.28,0.052000000000000005,156.0,0.9912,11.1,0,5
5413,0.34,0.049,149.0,0.99677,10.3,0,5
5414,0.43,0.042,106.0,0.99172,12.9,0,7
5415,0.41,0.045,131.0,0.9953,9.9,0,5
5416,0.4,0.036000000000000004,131.0,0.9918600000000001,11.3,0,6
5418,0.35,0.034,120.0,0.9918799999999999,11.5,0,6
5421,0.3,0.039,132.0,0.9915799999999999,10.7,0,5
5422,0.28,0.042,139.0,0.9952200000000001,10.4,0,6
5423,0.33,0.033,204.0,0.9917600000000001,12.5,0,6
5424,0.26,0.052000000000000005,197.0,0.9955799999999999,9.5,0,5
5425,0.24,0.042,104.0,0.9911,11.3,0,7
5426,0.46,0.034,88.0,0.99016,13.0,0,6
5427,0.23,0.053,99.0,0.98956,11.5,0,5
5428,0.44,0.035,100.0,0.9906200000000001,13.2,0,7
5429,0.26,0.034,111.0,0.99274,11.5,0,7
5430,0.31,0.086,130.0,0.993,9.6,0,5
5432,0.15,0.057999999999999996,110.0,0.9978,9.7,0,6
5433,0.41,0.052000000000000005,142.0,0.9946,9.2,0,5
5435,0.31,0.052000000000000005,113.0,0.99429,8.4,0,5
5437,0.27,0.05,103.0,0.9900200000000001,12.4,0,6
5439,0.37,0.027999999999999997,84.0,0.9909,11.7,0,6
5441,0.21,0.036000000000000004,191.0,0.9929399999999999,11.0,0,6
5442,0.26,0.032,109.0,0.99044,11.9,0,6
5443,0.34,0.027999999999999997,100.0,0.9895799999999999,13.2,0,7
5444,0.32,0.055,176.0,0.9986,9.1,0,5
5446,0.24,0.023,109.0,0.9926200000000001,12.6,0,6
5448,0.39,0.19399999999999998,90.0,0.9921200000000001,10.5,0,6
5449,0.31,0.047,87.0,0.9962799999999999,10.6,0,5
5450,0.17,0.03,123.0,0.98913,13.7,0,7
5451,0.2,0.037000000000000005,93.0,0.99021,12.0,0,6
5453,0.32,0.031,120.0,0.99198,12.5,0,7
5454,0.12,0.03,110.0,0.99226,12.1,0,6
5455,0.18,0.032,137.0,0.99159,11.3,0,6
5456,0.17,0.049,104.0,0.99224,10.3,0,6
5457,0.21,0.039,136.0,0.9906799999999999,12.7,0,6
5458,0.25,0.048,207.0,0.99587,9.2,0,5
5461,0.22,0.054000000000000006,152.0,0.9972799999999999,9.5,0,6
5463,0.27,0.045,175.0,0.99364,10.1,0,6
5466,0.39,0.038,98.0,0.99018,13.0,0,7
5467,0.31,0.04,101.0,0.9896799999999999,13.1,0,6
5468,0.23,0.048,113.0,0.9917799999999999,11.0,0,6
5469,0.22,0.055999999999999994,177.0,0.9961,9.4,0,6
5470,0.23,0.055,134.0,0.99534,10.2,0,6
5471,0.36,0.054000000000000006,193.0,0.99864,8.6,0,4
5472,0.37,0.094,181.0,0.9977600000000001,9.0,0,5
5473,0.26,0.062,194.0,0.99545,9.6,0,5
5474,0.22,0.057,98.0,0.9929899999999999,9.9,0,7
5475,0.22,0.059000000000000004,135.0,0.99665,10.5,0,5
5476,0.28,0.053,98.0,0.99069,11.4,0,5
5477,0.35,0.069,170.0,0.99692,9.4,0,5
5478,0.73,0.054000000000000006,65.0,0.99324,11.1,0,4
5479,0.28,0.047,111.0,0.9989600000000001,8.9,0,6
5483,0.2,0.049,129.0,0.99226,10.8,0,5
5485,0.33,0.045,143.0,0.99226,12.2,0,6
5487,0.24,0.028999999999999998,63.0,0.9907600000000001,12.5,0,6
5489,0.27,0.046,127.0,0.9951,10.8,0,6
5490,0.38,0.043,98.0,0.99234,11.4,0,6
5491,0.21,0.036000000000000004,127.0,0.9936799999999999,10.6,0,5
5493,0.34,0.044000000000000004,63.0,0.9937,9.2,0,5
5495,0.435,0.031,134.0,0.99151,12.2,0,6
5496,0.25,0.021,76.0,0.99021,12.3,0,6
5497,0.26,0.038,179.0,0.99479,10.4,0,6
5498,0.24,0.035,172.0,0.9954,10.4,0,6
5499,0.23,0.035,110.0,0.9917600000000001,11.0,0,7
5500,0.65,0.013000000000000001,10.0,0.99246,13.5,0,4
5501,0.22,0.14400000000000002,65.0,0.9908,11.4,0,6
5502,0.27,0.071,69.0,0.9899399999999999,11.5,0,6
5503,0.455,0.036000000000000004,106.0,0.98746,14.0,0,7
5504,0.33,0.036000000000000004,88.0,0.9902799999999999,12.5,0,7
5507,0.31,0.038,83.0,0.98867,12.8,0,7
5509,0.39,0.037000000000000005,138.0,0.99174,11.2,0,7
5512,0.37,0.04,139.0,0.99021,13.6,0,6
5514,0.23,0.149,109.0,0.9930399999999999,9.2,0,6
5515,0.25,0.054000000000000006,105.0,0.99154,11.1,0,6
5516,0.455,0.036000000000000004,106.0,0.98746,14.0,0,7
5517,0.28,0.055999999999999994,206.0,0.9956,9.4,0,5
5518,0.35,0.037000000000000005,113.0,0.98779,14.2,0,7
5519,0.31,0.035,107.0,0.98836,13.2,0,6
5520,0.25,0.05,132.0,0.9913799999999999,11.2,0,6
5521,0.36,0.057,173.0,0.99751,10.2,0,5
5522,0.31,0.045,109.0,0.99249,10.1,0,5
5524,0.22,0.031,95.0,0.99239,10.3,0,5
5525,0.14,0.055999999999999994,91.0,0.9951200000000001,9.9,0,6
5526,0.22,0.046,106.0,0.99098,11.5,0,5
5527,0.32,0.063,173.0,0.99872,9.0,0,5
5529,0.28,0.03,101.0,0.9889399999999999,12.1,0,6
5530,0.3,0.036000000000000004,106.0,0.988245,13.3,0,6
5531,0.22,0.05,116.0,0.99326,11.5,0,8
5532,0.31,0.039,67.0,0.9932799999999999,11.0,0,4
5533,0.27,0.04,84.0,0.9922200000000001,10.7,0,6
5534,0.46,0.046,184.0,0.99898,9.4,0,5
5535,0.23,0.042,108.0,0.9948600000000001,10.3,0,6
5536,0.36,0.185,151.0,0.9952799999999999,9.3,0,5
5537,0.18,0.04,92.0,0.9906200000000001,12.0,0,6
5538,0.27,0.048,159.0,0.99282,11.0,0,6
5540,0.4,0.053,148.0,0.996,9.3,0,5
5542,0.345,0.068,143.0,0.9913799999999999,10.1,0,5
5544,0.23,0.053,106.0,0.99166,11.1,0,6
5545,0.2,0.046,113.0,0.99408,9.9,0,6
5546,0.27,0.048,161.0,0.9928100000000001,11.0,0,6
5547,0.3,0.042,127.0,0.98964,12.5,0,6
5548,0.3,0.042,142.0,0.9895200000000001,12.7,0,7
5549,0.14,0.045,105.0,0.99469,9.3,0,5
5550,0.33,0.066,161.0,0.9991,8.8,0,5
5552,0.16,0.043,90.0,0.9904700000000001,11.2,0,6
5554,0.22,0.038,122.0,0.9917799999999999,10.8,0,7
5555,0.24,0.05,145.0,0.9920700000000001,10.3,0,5
5556,0.31,0.026000000000000002,87.0,0.9915200000000001,12.0,0,5
5557,0.185,0.048,110.0,0.9943799999999999,9.5,0,6
5559,0.43,0.04,159.0,0.9962200000000001,9.8,0,6
5560,0.39,0.084,170.0,0.9977299999999999,9.0,0,5
5561,0.58,0.032,118.0,0.9908799999999999,13.0,0,7
5562,0.34,0.044000000000000004,116.0,0.99108,11.8,0,7
5563,0.35,0.055999999999999994,176.5,0.99803,8.8,0,5
5564,0.38,0.05,102.0,0.9930399999999999,11.2,0,4
5565,0.185,0.048,110.0,0.9943799999999999,9.5,0,6
5566,0.27,0.049,200.0,0.9954799999999999,9.4,0,4
5568,0.29,0.049,192.0,0.99551,9.5,0,6
5570,0.17,0.034,125.0,0.9915200000000001,10.4,0,6
5572,0.18,0.035,143.0,0.99572,9.8,0,7
5573,0.37,0.175,98.0,0.99244,10.3,0,6
5574,0.24,0.033,134.0,0.9903,11.9,0,7
5576,0.32,0.025,124.0,0.9916200000000001,12.8,0,7
5578,0.27,0.03,117.0,0.99116,13.0,0,6
5579,0.29,0.04,192.0,0.9922,10.4,0,7
5580,0.29,0.034,193.0,0.99223,10.4,0,6
5581,0.22,0.035,135.0,0.9948100000000001,10.7,0,5
5582,0.22,0.036000000000000004,157.0,0.9928,10.7,0,7
5583,0.23,0.043,101.0,0.99429,10.4,0,6
5584,0.11,0.044000000000000004,104.0,0.99454,9.9,0,6
5587,0.23,0.048,223.0,0.9986299999999999,9.4,0,6
5589,0.2,0.048,129.0,0.991,11.4,0,6
5590,0.2,0.06,104.0,0.9931700000000001,9.2,0,5
5591,0.19,0.040999999999999995,76.0,0.9917299999999999,10.5,0,7
5592,0.28,0.048,111.0,0.99455,11.0,0,7
5595,0.37,0.038,127.0,0.9918600000000001,12.1,0,5
